rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,session,subject,sex,handedness,age,responses,test_part,condition,correct_response,angle,correct
880,"<p>Mental Rotation Experiment.</p> <p>Dr&uuml;cke eine beliebige Taste, um anzufangen.</p>",72,html-keyboard-response,0,883,0.0-0.0,2,MASC,f,rechts,23,,,,,,
4350,,,survey-text,1,5234,0.0-1.0,2,MASC,f,rechts,23,"{""Q0"":""2""}",,,,,
13230,,,survey-text,2,18465,0.0-2.0,2,MASC,f,rechts,23,"{""Q0"":""MASC""}",,,,,
4587,,,survey-multi-choice,3,23055,0.0-3.0,2,MASC,f,rechts,23,"{""Q0"":""f"",""Q1"":""rechts""}",,,,,
3500,,,survey-text,4,26556,0.0-4.0,2,MASC,f,rechts,23,"{""Q0"":""23""}",,,,,
178928,"<p> Stell dir vor, dass du vor einem runden Tisch stehst, auf dem sich ein blauer Ball am Tischrand befindet. Entlang des Tischrands ist jeweils ein verschieden langer Pfeil. Nun bewegst du dich entlang dieses Pfeils bis an seine Spitze. Wenn du am Ende des Pfeils angekommen bist, schau zur Tischmitte. </p> <img src='img/90_180.png'></img> <br> <p>Entscheide dann, ob der Ball von deiner neuen (vorgestellten) Position links oder rechts von dir liegt.</p> <p>Dr&uuml;cke die <strong>'f'</strong>-Taste f&uuml;r links, die <strong>'j'</strong>-Taste f&uuml;r rechts.</p> <br><p> Das Bild wird jeweils 1 Sekunde lang pr&auml;sentiert. Du hast 3 Sekunden Zeit eine Entscheidung zu treffen.</p>",74,html-keyboard-response,5,205485,0.0-5.0,2,MASC,f,rechts,23,,,,,,
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,6,206939,0.0-6.0-0.0,2,MASC,f,rechts,23,,fixation,,,,
995,img/60_270.png,74,image-keyboard-response,7,207937,0.0-6.0-1.0,2,MASC,f,rechts,23,,,self,f,60,FALSE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,8,208289,0.0-6.0-0.1,2,MASC,f,rechts,23,,fixation,,,,
1169,img/150_90.png,70,image-keyboard-response,9,209459,0.0-6.0-1.1,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,10,209811,0.0-6.0-0.2,2,MASC,f,rechts,23,,fixation,,,,
1117,img/90_60.png,70,image-keyboard-response,11,210929,0.0-6.0-1.2,2,MASC,f,rechts,23,,,self,j,90,FALSE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,12,211330,0.0-6.0-0.3,2,MASC,f,rechts,23,,fixation,,,,
1290,img/150_120.png,70,image-keyboard-response,13,212622,0.0-6.0-1.3,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,14,213073,0.0-6.0-0.4,2,MASC,f,rechts,23,,fixation,,,,
1261,img/60_330.png,70,image-keyboard-response,15,214336,0.0-6.0-1.4,2,MASC,f,rechts,23,,,self,f,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,16,214787,0.0-6.0-0.5,2,MASC,f,rechts,23,,fixation,,,,
955,img/150_180.png,74,image-keyboard-response,17,215744,0.0-6.0-1.5,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,18,216045,0.0-6.0-0.6,2,MASC,f,rechts,23,,fixation,,,,
1069,img/90_150.png,70,image-keyboard-response,19,217115,0.0-6.0-1.6,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,20,217567,0.0-6.0-0.7,2,MASC,f,rechts,23,,fixation,,,,
719,img/0_60.png,74,image-keyboard-response,21,218287,0.0-6.0-1.7,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,22,218788,0.0-6.0-0.8,2,MASC,f,rechts,23,,fixation,,,,
601,img/0_150.png,74,image-keyboard-response,23,219391,0.0-6.0-1.8,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,24,219893,0.0-6.0-0.9,2,MASC,f,rechts,23,,fixation,,,,
984,img/150_60.png,70,image-keyboard-response,25,220879,0.0-6.0-1.9,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,26,221380,0.0-6.0-0.10,2,MASC,f,rechts,23,,fixation,,,,
1113,img/30_90.png,74,image-keyboard-response,27,222494,0.0-6.0-1.10,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,28,222846,0.0-6.0-0.11,2,MASC,f,rechts,23,,fixation,,,,
709,img/0_300.png,70,image-keyboard-response,29,223557,0.0-6.0-1.11,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,30,224058,0.0-6.0-0.12,2,MASC,f,rechts,23,,fixation,,,,
1237,img/L90_180.png,70,image-keyboard-response,31,225296,0.0-6.0-1.12,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,32,225748,0.0-6.0-0.13,2,MASC,f,rechts,23,,fixation,,,,
977,img/90_180.png,74,image-keyboard-response,33,226727,0.0-6.0-1.13,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,34,227178,0.0-6.0-0.14,2,MASC,f,rechts,23,,fixation,,,,
721,img/0_120.png,74,image-keyboard-response,35,227904,0.0-6.0-1.14,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,36,228356,0.0-6.0-0.15,2,MASC,f,rechts,23,,fixation,,,,
1396,img/60_90.png,74,image-keyboard-response,37,229753,0.0-6.0-1.15,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,38,230205,0.0-6.0-0.16,2,MASC,f,rechts,23,,fixation,,,,
1314,img/90_240.png,74,image-keyboard-response,39,231520,0.0-6.0-1.16,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,40,231872,0.0-6.0-0.17,2,MASC,f,rechts,23,,fixation,,,,
1005,img/30_300.png,70,image-keyboard-response,41,232877,0.0-6.0-1.17,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,42,233229,0.0-6.0-0.18,2,MASC,f,rechts,23,,fixation,,,,
1060,img/60_180.png,74,image-keyboard-response,43,234290,0.0-6.0-1.18,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,44,234742,0.0-6.0-0.19,2,MASC,f,rechts,23,,fixation,,,,
936,img/120_90.png,70,image-keyboard-response,45,235679,0.0-6.0-1.19,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,46,236131,0.0-6.0-0.20,2,MASC,f,rechts,23,,fixation,,,,
1653,img/120_330.png,70,image-keyboard-response,47,237785,0.0-6.0-1.20,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,48,238187,0.0-6.0-0.21,2,MASC,f,rechts,23,,fixation,,,,
1112,img/30_240.png,70,image-keyboard-response,49,239300,0.0-6.0-1.21,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,50,239602,0.0-6.0-0.22,2,MASC,f,rechts,23,,fixation,,,,
1187,img/L60_180.png,70,image-keyboard-response,51,240790,0.0-6.0-1.22,2,MASC,f,rechts,23,,,self,f,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,52,241242,0.0-6.0-0.23,2,MASC,f,rechts,23,,fixation,,,,
631,img/0_330.png,70,image-keyboard-response,53,241874,0.0-6.0-1.23,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,54,242376,0.0-6.0-0.24,2,MASC,f,rechts,23,,fixation,,,,
1104,img/90_210.png,74,image-keyboard-response,55,243481,0.0-6.0-1.24,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,56,243882,0.0-6.0-0.25,2,MASC,f,rechts,23,,fixation,,,,
1730,img/90_330.png,70,image-keyboard-response,57,245613,0.0-6.0-1.25,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,58,245965,0.0-6.0-0.26,2,MASC,f,rechts,23,,fixation,,,,
1334,img/30_270.png,70,image-keyboard-response,59,247300,0.0-6.0-1.26,2,MASC,f,rechts,23,,,self,f,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,60,247652,0.0-6.0-0.27,2,MASC,f,rechts,23,,fixation,,,,
1114,img/120_150.png,70,image-keyboard-response,61,248768,0.0-6.0-1.27,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,62,249270,0.0-6.0-0.28,2,MASC,f,rechts,23,,fixation,,,,
927,img/L150_180.png,70,image-keyboard-response,63,250198,0.0-6.0-1.28,2,MASC,f,rechts,23,,,self,f,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,64,250500,0.0-6.0-0.29,2,MASC,f,rechts,23,,fixation,,,,
686,img/0_30.png,74,image-keyboard-response,65,251187,0.0-6.0-1.29,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,66,251689,0.0-6.0-0.30,2,MASC,f,rechts,23,,fixation,,,,
1851,img/90_30.png,74,image-keyboard-response,67,253541,0.0-6.0-1.30,2,MASC,f,rechts,23,,,self,j,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,68,253993,0.0-6.0-0.31,2,MASC,f,rechts,23,,fixation,,,,
1622,img/120_270.png,74,image-keyboard-response,69,255616,0.0-6.0-1.31,2,MASC,f,rechts,23,,,self,j,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,70,256067,0.0-6.0-0.32,2,MASC,f,rechts,23,,fixation,,,,
1065,img/120_180.png,74,image-keyboard-response,71,257134,0.0-6.0-1.32,2,MASC,f,rechts,23,,,self,j,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,72,257636,0.0-6.0-0.33,2,MASC,f,rechts,23,,fixation,,,,
1966,img/150_270.png,74,image-keyboard-response,73,259603,0.0-6.0-1.33,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,74,260055,0.0-6.0-0.34,2,MASC,f,rechts,23,,fixation,,,,
753,img/0_240.png,70,image-keyboard-response,75,260809,0.0-6.0-1.34,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,76,261166,0.0-6.0-0.35,2,MASC,f,rechts,23,,fixation,,,,
973,img/90_120.png,70,image-keyboard-response,77,262140,0.0-6.0-1.35,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,78,262491,0.0-6.0-0.36,2,MASC,f,rechts,23,,fixation,,,,
1558,img/120_30.png,74,image-keyboard-response,79,264051,0.0-6.0-1.36,2,MASC,f,rechts,23,,,self,j,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,80,264553,0.0-6.0-0.37,2,MASC,f,rechts,23,,fixation,,,,
663,img/0_90.png,74,image-keyboard-response,81,265217,0.0-6.0-1.37,2,MASC,f,rechts,23,,,self,j,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,82,265518,0.0-6.0-0.38,2,MASC,f,rechts,23,,fixation,,,,
1140,img/60_210.png,74,image-keyboard-response,83,266660,0.0-6.0-1.38,2,MASC,f,rechts,23,,,self,j,60,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,84,267161,0.0-6.0-0.39,2,MASC,f,rechts,23,,fixation,,,,
1007,img/L120_180.png,70,image-keyboard-response,85,268169,0.0-6.0-1.39,2,MASC,f,rechts,23,,,self,f,120,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,86,268523,0.0-6.0-0.40,2,MASC,f,rechts,23,,fixation,,,,
1320,img/150_300.png,74,image-keyboard-response,87,269845,0.0-6.0-1.40,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,88,270296,0.0-6.0-0.41,2,MASC,f,rechts,23,,fixation,,,,
1596,img/30_120.png,74,image-keyboard-response,89,271893,0.0-6.0-1.41,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,90,272395,0.0-6.0-0.42,2,MASC,f,rechts,23,,fixation,,,,
1192,img/150_240.png,74,image-keyboard-response,91,273588,0.0-6.0-1.42,2,MASC,f,rechts,23,,,self,j,150,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,92,273940,0.0-6.0-0.43,2,MASC,f,rechts,23,,fixation,,,,
672,img/0_270.png,70,image-keyboard-response,93,274614,0.0-6.0-1.43,2,MASC,f,rechts,23,,,self,f,0,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,94,275065,0.0-6.0-0.44,2,MASC,f,rechts,23,,fixation,,,,
1092,img/90_300.png,70,image-keyboard-response,95,276158,0.0-6.0-1.44,2,MASC,f,rechts,23,,,self,f,90,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,96,276510,0.0-6.0-0.45,2,MASC,f,rechts,23,,fixation,,,,
1077,img/30_180.png,74,image-keyboard-response,97,277590,0.0-6.0-1.45,2,MASC,f,rechts,23,,,self,j,30,TRUE
null,"<div style=""font-size:60px;"">+</div>",null,html-keyboard-response,98,277991,0.0-6.0-0.46,2,MASC,f,rechts,23,,fixation,,,,
1154,img/120_210.png,74,image-keyboard-response,99,279146,0.0-6.0-1.46,2,MASC,f,rechts,23,,,self,j,120,TRUE
